metadata,content
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""2""}","Dalam Undang-Undang ini yang dimaksud dengan:
1. Badan Penyelenggara Jaminan Sosial yang
selanjutnya disingkat BPJS adalah badan hukum
yang dibentuk untuk menyelenggarakan program
jaminan sosial.
2. Jaminan . . .
2. Jaminan Sosial adalah salah satu bentuk
perlindungan sosial untuk menjamin seluruh rakyat
agar dapat memenuhi kebutuhan dasar hidupnya
yang layak.
3. Dana Jaminan Sosial adalah dana amanat milik
seluruh peserta yang merupakan himpunan iur an
beserta hasil pengembangannya yang dikelola oleh
BPJS untuk pembayaran manfaat kepada peserta
dan pembiayaan operasional penyelenggaraan
program Jaminan Sosial.
4. Peserta adalah setiap orang, termasuk orang asing
yang bekerja paling singkat 6 (enam) bulan di
Indonesia, yang telah membayar iuran.
5. Manfaat adalah faedah jaminan sosial yang menjadi
hak peserta dan/atau anggota keluarganya.
6. Iuran adalah sejumlah uang yang dibayar secara
teratur oleh Peserta, pemberi kerja, dan/atau
Pemerintah.
7. Bantuan Iuran ada lah Iuran yang dibayar oleh
Pemerintah bagi fakir miskin dan orang tidak
mampu sebagai Peserta program Jaminan Sosial.
8. Pekerja adalah setiap orang yang bekerja dengan
menerima gaji, upah, atau imbalan dalam bentuk
lain.
9. Pemberi Kerja adalah orang perseor angan,
pengusaha, badan hukum, atau badan lainnya yang
mempekerjakan tenaga kerja atau penyelenggara
negara yang mempekerjakan pegawai negeri dengan
membayar gaji, upah, atau imbalan dalam bentuk
lainnya.
10. Gaji . . .
10. Gaji atau Upah adalah hak Pekerja yang diterima
dan dinyatakan dalam bentuk uang sebagai
imbalan dari Pemberi Kerja kepada Pekerja yang
ditetapkan dan dibayar menurut suatu perjanjian
kerja, kesepakatan, atau peraturan perundang -
undangan, termasuk tunjangan bagi Pekerja dan
keluarganya atas suatu pekerj aan dan/atau jasa
yang telah atau akan dilakukan.
11. Dewan Jaminan Sosial Nasional yang selanjutnya
disingkat DJSN adalah dewan yang berfungsi untuk
membantu Presiden dalam perumusan kebijakan
umum dan sinkronisasi penyelenggaraan sistem
jaminan sosial nasional.
12. Dewan Pengawas adalah organ BPJS yang bertugas
melakukan pengawasan atas pelaksanaan
pengurusan BPJS oleh direksi dan memberikan
nasihat kepada direksi dalam penyelenggaraan
program Jaminan Sosial.
13. Direksi adalah organ BPJS yang berwenang dan
bertanggung jawab penuh atas pengurusan BPJS
untuk kepentingan BPJS, sesuai dengan asas,
tujuan, dan prinsip BPJS, serta mewakili BPJS,
baik di dalam maupun di luar pengadilan, sesuai
dengan ketentuan Undang-Undang ini.
14. Pemerintah Pusat yang selanjutnya disebut
Pemerintah adalah Presiden Republik Indonesia
sebagaimana dimaksud dalam Undang -Undang
Dasar Negara Republik Indonesia Tahun 1945."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""4""}","BPJS menyelenggarakan sistem jaminan sosial nasional
berdasarkan asas:
a. kemanusiaan;
b. manfaat; dan
c. keadilan sosial bagi seluruh rakyat Indonesia.
Pasal 3 . . ."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","BPJS bertujuan untuk mewujudkan terselenggaranya
pemberian jaminan terpenuhinya kebutuhan dasar
hidup yang layak bagi setiap Peserta dan/atau anggota
keluarganya."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": ""Bab II - Pembentukan Dan Ruang Lingkup"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","BPJS menyelenggarakan sistem jaminan sosial nasional
berdasarkan prinsip:
a. kegotongroyongan;
b. nirlaba;
c. keterbukaan;
d. kehati-hatian;
e. akuntabilitas;
f. portabilitas;
g. kepesertaan bersifat wajib;
h. dana amanat; dan
i. hasil pengelolaan Dana Jaminan Sosial
dipergunakan seluruhnya untuk pengembangan
program dan untuk se besar-besar kepentingan
Peserta.
Bagian Kesatu
Pembentukan"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": ""Bab II - Pembentukan Dan Ruang Lingkup"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","(1) Berdasarkan Undang-Undang ini dibentuk BPJS.
(2) BPJS sebagaimana dimaksud pada ayat (1) adalah:
a. BPJS Kesehatan; dan
b. BPJS Ketenagakerjaan.
Bagian Kedua . . .
Bagian Kedua
Ruang Lingkup"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": ""Bab III - Status Dan Tempat Kedudukan"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""6""}","(1) BPJS Kesehatan sebagaimana dimaksud dalam
Pasal 5 ayat (2) huruf a menyelenggarakan
program jaminan kesehatan.
(2) BPJS Ketenagakerjaan sebagaimana dimaksud
dalam Pasal 5 ayat (2) huruf b menyelenggarakan
program:
a. jaminan kecelakaan kerja;
b. jaminan hari tua;
c. jaminan pensiun; dan
d. jaminan kematian.
Bagian Kesatu
Status"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": ""Bab III - Status Dan Tempat Kedudukan"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""6""}","(1) BPJS sebagaimana dimaksud dalam Pasal 5
adalah badan hukum publik berdasarkan
Undang-Undang ini.
(2) BPJS sebagaimana dimaksud pada ayat (1)
bertanggung jawab kepada Presiden.
Bagian Kedua
Tempat Kedudukan"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": ""Bab IV - Fungsi, Tugas, Wewenang, Hak, Dan Kewajiban"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""6""}","(1) BPJS sebagaimana dimaksud dalam Pasal 5
berkedudukan dan berkantor pusat di ibu kota
Negara Republik Indonesia.
(2) BPJS . . .
(2) BPJS sebagaimana dimaksud pada ayat (1) dapat
mempunyai kan tor perwakilan di provinsi dan
kantor cabang di kabupaten/kota.
Bagian Kesatu
Fungsi"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": ""Bab IV - Fungsi, Tugas, Wewenang, Hak, Dan Kewajiban"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""7""}","(1) BPJS Kesehatan sebagaimana dimaksud dalam
Pasal 5 ayat (2) huruf a berfungsi
menyelenggarakan program jaminan kesehatan.
(2) BPJS Ketenagakerjaan sebagaimana dimaksud
dalam Pasal 5 ayat (2) huruf b berfungsi
menyelenggarakan program jaminan kecelakaan
kerja, program jaminan kematian, program
jaminan pensiun, dan jaminan hari tua.
Bagian Kedua
Tugas"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": ""Bab IV - Fungsi, Tugas, Wewenang, Hak, Dan Kewajiban"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""7""}","Dalam melaksanakan fungsi sebagaimana dimaksud
dalam Pasal 9, BPJS bertugas untuk:
a. melakukan dan/atau menerima pendaftaran
Peserta;
b. memungut dan mengumpulkan Iuran dari Peserta
dan Pemberi Kerja;
c. menerima Bantuan Iuran dari Pemerintah;
d. mengelola Dana Jaminan So sial untuk kepentingan
Peserta;
e. mengumpulkan . . .
e. mengumpulkan dan mengelola data Peserta program
Jaminan Sosial;
f. membayarkan Manfaat dan/atau membiayai
pelayanan kesehatan sesuai dengan ketentuan
program Jaminan Sosial; dan
g. memberikan informasi mengenai penyelenggaraan
program Jaminan Sosial kepada Peserta dan
masyarakat.
Bagian Ketiga
Wewenang"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 11"", ""bagian_dari"": ""Bab IV - Fungsi, Tugas, Wewenang, Hak, Dan Kewajiban"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""8""}","Dalam melaksanakan tugas sebagaimana dimaksud
dalam Pasal 10, BPJS berwenang untuk:
a. menagih pembayaran Iuran;
b. menempatkan Dana Jaminan Sosial untuk investasi
jangka pendek dan jangka panjang dengan
mempertimbangkan aspek likuiditas, solvabilitas,
kehati-hatian, keamanan dana, dan hasil yang
memadai;
c. melakukan pengawasan dan pemeriksaan atas
kepatuhan Peserta dan Pemberi Kerja dalam
memenuhi kewajibannya sesuai dengan ketent uan
peraturan perundang -undangan jaminan sosial
nasional;
d. membuat kesepakatan dengan fasilitas kesehatan
mengenai besar pembayaran fasilitas kesehatan
yang mengacu pada standar tarif yang ditetapkan
oleh Pemerintah;
e. membuat atau menghentikan kontrak kerja dengan
fasilitas kesehatan;
f. mengenakan . . .
f. mengenakan sanksi administratif kepada Peserta
atau Pemberi Kerja yang tidak memenuhi
kewajibannya;
g. melaporkan Pemberi Kerja kepada instansi yang
berwenang mengenai ketidakpatuhannya dalam
membayar Iuran atau dalam memenuhi k ewajiban
lain sesuai dengan ketentuan peraturan perundang -
undangan; dan
h. melakukan kerja sama dengan pihak lain dalam
rangka penyelenggaraan program Jaminan Sosial.
Bagian Keempat
Hak"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 12"", ""bagian_dari"": ""Bab IV - Fungsi, Tugas, Wewenang, Hak, Dan Kewajiban"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""9""}","Dalam melaksanakan kewenangan sebagaimana
dimaksud dalam Pasal 11, BPJS berhak untuk:
a. memperoleh dana operasional untuk
penyelenggaraan program yang bersumber dari
Dana Jaminan Sosial dan/atau sumber lainnya
sesuai dengan ketentuan peraturan perundang -
undangan; dan
b. memperoleh hasil monitoring dan evaluasi
penyelenggaraan program Jaminan Sosial dari DJSN
setiap 6 (enam) bulan.
Bagian Kelima
Kewajiban"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 13"", ""bagian_dari"": ""Bab V - Pendaftaran Peserta Dan Pembayaran Iuran"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""9""}","Dalam melaksanakan tugas sebagaimana dimaksud
dalam Pasal 10, BPJS berkewajiban untuk:
a. memberikan . . .
a. memberikan nomor identitas tunggal kepada
Peserta;
b. mengembangkan aset Da na Jaminan Sosial dan
aset BPJS untuk sebesar -besarnya kepentingan
Peserta;
c. memberikan informasi melalui media massa cetak
dan elektronik mengenai kinerja, kondisi keuangan,
serta kekayaan dan hasil pengembangannya;
d. memberikan Manfaat kepada seluruh Peserta sesuai
dengan Undang -Undang tentang Sistem Jaminan
Sosial Nasional;
e. memberikan informasi kepada Peserta mengenai
hak dan kewajiban untuk mengikuti ketentuan yang
berlaku;
f. memberikan informasi kepada Peserta mengenai
prosedur untuk mendapatkan hak dan me menuhi
kewajibannya;
g. memberikan informasi kepada Peserta mengenai
saldo jaminan hari tua dan pengembangannya
1 (satu) kali dalam 1 (satu) tahun;
h. memberikan informasi kepada Peserta mengenai
besar hak pensiun 1 (satu) kali dalam 1 (satu)
tahun;
i. membentuk cadangan teknis sesuai dengan standar
praktik aktuaria yang lazim dan berlaku umum;
j. melakukan pembukuan sesuai dengan standar
akuntansi yang berlaku dalam penyelenggaraan
Jaminan Sosial; dan
k. melaporkan pelaksanaan setiap program, termasuk
kondisi ke uangan, secara berkala 6 (enam) bulan
sekali kepada Presiden dengan tembusan kepada
DJSN.
Bagian Kesatu
Pendaftaran Peserta"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 14"", ""bagian_dari"": ""Bab V - Pendaftaran Peserta Dan Pembayaran Iuran"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","Setiap orang, termasuk orang asing yang bekerja paling
singkat 6 (enam) bu lan di Indonesia, wajib menjadi
Peserta program Jaminan Sosial."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 15"", ""bagian_dari"": ""Bab V - Pendaftaran Peserta Dan Pembayaran Iuran"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","(1) Pemberi Kerja secara bertahap wajib mendaftarkan
dirinya dan Pekerjanya sebagai Peserta kepada
BPJS sesuai dengan program Jaminan Sosial yang
diikuti.
(2) Pemberi Kerja, dalam melakukan pendaftaran
sebagaimana dimaksud pada ayat (1) , wajib
memberikan data dirinya dan Pekerjanya berikut
anggota keluarganya secara lengkap dan benar
kepada BPJS.
(3) Penahapan sebagaimana dimaksud pada ayat (1)
diatur dengan Peraturan Presiden."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 16"", ""bagian_dari"": ""Bab V - Pendaftaran Peserta Dan Pembayaran Iuran"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","(1) Setiap o rang, selain Pemberi Kerja, Pekerja, dan
penerima Bantuan Iuran, yang memenuhi
persyaratan kepesertaan dalam program Jaminan
Sosial wajib mendaftarkan dirinya dan anggota
keluarganya sebagai Peserta kepada BPJS, sesuai
dengan program Jaminan Sosial yang diikuti.
(2) Setiap . . .
(2) Setiap orang sebagaimana dimaksud pada ayat (1)
wajib memberikan data mengenai dirinya dan
anggota keluarganya secara lengkap dan benar
kepada BPJS."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 17"", ""bagian_dari"": ""Bab V - Pendaftaran Peserta Dan Pembayaran Iuran"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","(1) Pemberi Kerja selain penyelenggara negara yang
tidak melaksanakan ketentuan sebagaimana
dimaksud dalam Pasal 15 ayat (1) dan ayat (2) ,
dan setiap orang yang tidak melaksanakan
ketentuan sebagaimana dimaksud dalam Pasal 16
dikenai sanksi administratif.
(2) Sanksi administratif sebagaimana dimaksud pada
ayat (1) dapat berupa:
a. teguran tertulis;
b. denda; dan/atau
c. tidak mendapat pelayanan publik tertentu.
(3) Pengenaan sanksi sebagaimana dimaksud pada
ayat (2) huruf a dan huruf b dilakukan oleh BPJS.
(4) Pengenaan sanksi sebagaimana dimaksud pada
ayat (2) huruf c dilakukan oleh Pemerintah atau
pemerintah daerah atas permintaan BPJS.
(5) Ketentuan lebih lanjut mengenai tata cara
pengenaan sanksi administratif diatur dengan
Peraturan Pemerintah."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 18"", ""bagian_dari"": ""Bab V - Pendaftaran Peserta Dan Pembayaran Iuran"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","(1) Pemerintah mendaftarkan penerima Bantuan
Iuran dan anggota keluarganya sebagai Peserta
kepada BPJS.
(2) Penerima . . .
(2) Penerima B antuan Iuran wajib memberikan data
mengenai diri sendiri dan anggota keluarganya
secara lengkap dan benar kepada Pemerintah
untuk disampaikan kepada BPJS.
Bagian Kedua
Pembayaran Iuran"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 19"", ""bagian_dari"": ""Bab VI - Organ Bpjs"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""13""}","(1) Pemberi Kerja wajib memungut Iuran yang
menjadi beban Pesert a dari Pekerjanya dan
menyetorkannya kepada BPJS.
(2) Pemberi Kerja wajib membayar dan menyetor
Iuran yang menjadi tanggung jawabnya kepada
BPJS.
(3) Peserta yang bukan Pekerja dan bukan penerima
Bantuan Iuran wajib membayar dan menyetor
Iuran yang menjadi tangg ung jawabnya kepada
BPJS.
(4) Pemerintah membayar dan menyetor Iuran untuk
penerima Bantuan Iuran kepada BPJS.
(5) Ketentuan lebih lanjut mengenai:
a. besaran dan tata cara pembayaran Iuran
program jaminan kesehatan diatur dalam
Peraturan Presiden; dan
b. besaran dan tata cara pembayaran Iuran selain
program jaminan kesehatan diatur dalam
Peraturan Pemerintah.
Bagian Kesatu
Struktur"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 20"", ""bagian_dari"": ""Bab VI - Organ Bpjs"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""14""}","Organ BPJS terdiri atas Dewan Pengawas dan Direksi.
Bagian Kedua
Dewan Pengawas"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 21"", ""bagian_dari"": ""Bab VI - Organ Bpjs"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""14""}","(1) Dewan Pengawas terdiri atas 7 (tujuh) orang
profesional.
(2) Dewan Pengawas sebagaimana dimaksud pada
ayat (1) terdiri atas 2 (dua) orang unsur
Pemerintah, 2 (dua) orang unsur Pekerja, dan
2 (dua) orang unsur Pemberi Kerja, serta 1 (satu)
orang unsur tokoh masyarakat.
(3) Anggota Dewan Pengawas sebagaimana dimaksud
pada ayat (1) diangkat dan diberhentikan oleh
Presiden.
(4) Salah seorang dari anggota Dewan Pengawas
sebagaimana dimaksud pada ayat (1) ditetapkan
sebagai ketua Dewan Pengawas oleh Presiden.
(5) Anggota Dewan Pengawa s sebagaimana dimaksud
pada ayat (1) diangkat untuk jangka waktu
5 (lima) tahun dan dapat diusulkan untuk
diangkat kembali untuk 1 (satu) kali masa jabatan
berikutnya.
Pasal 22 . . ."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 22"", ""bagian_dari"": ""Bab VI - Organ Bpjs"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""15""}","(1) Dewan Pengawas berfungsi melakukan
pengawasan atas pelaksanaan tugas BPJS.
(2) Dalam menjalankan fungsi sebagaimana
dimaksud pada ayat (1) , Dewan Pengawas
bertugas untuk:
a. melakukan pengawasan atas kebijakan
pengelolaan BPJS dan kinerja Direksi;
b. melakukan pengawasan atas pelaksanaan
pengelolaan dan pengembangan Dana
Jaminan Sosial oleh Direksi;
c. memberikan saran, nasihat, dan pertimbangan
kepada Direksi mengenai kebijakan dan
pelaksanaan pengelolaan BPJS; dan
d. menyampaikan laporan pengawasan
penyelenggaraan Jaminan Sosial sebagai
bagian dari laporan BPJS kepada Presiden
dengan tembusan kepada DJSN.
(3) Dalam menjalankan tugas sebagaimana dimaksud
pada ayat (2) , Dewan Pengawas berwenang untuk:
a. menetapkan rencana kerja anggaran tahunan
BPJS;
b. mendapatkan dan/atau meminta laporan dari
Direksi;
c. mengakses data dan informasi mengenai
penyelenggaraan BPJS;
d. melakukan penelaahan terhadap data dan
informasi mengenai penyelenggaraan BPJS;
dan
e. memberikan saran dan rekomendasi kepada
Presiden mengenai kinerja Direksi.
(4) Ketentuan . . .
(4) Ketentuan mengenai tata cara pelaksanaan fungsi,
tugas, dan wewenang Dew an Pengawas
sebagaimana dimaksud pada ayat (1) , ayat (2) , dan
ayat (3) diatur dengan Peraturan Dewan Pengawas.
Bagian Ketiga
Direksi"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 23"", ""bagian_dari"": ""Bab VI - Organ Bpjs"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""16""}","(1) Direksi terdiri atas paling sedikit 5 (lima) orang
anggota yang berasal dari unsur profesional.
(2) Anggota Direksi sebagaimana dimaksud pada
ayat (1) diangkat dan diberhentikan oleh Presiden.
(3) Presiden menetapkan salah seorang dari anggota
Direksi sebagaimana dimaksud pada ayat (1)
sebagai direktur utama.
(4) Anggota Direksi diangkat untuk jangka waktu
5 (lima) tahun dan dapat diusulkan untuk
diangkat kembali untuk 1 (satu) kali masa jabatan
berikutnya."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""24"", ""tahun_peraturan"": ""2011"", ""tipe_bagian"": ""Pasal 24"", ""bagian_dari"": ""Bab VII - Persyaratan, Tata Cara Pemilihan Dan Penetapan,"", ""judul_peraturan"": ""Tentang Badan Penyelenggara Jaminan Sosial"", ""status"": ""berlaku"", ""nomor_halaman"": ""16""}","(1) Direksi berfungsi melaksanakan penyelenggaraan
kegiatan operasional BPJS yang menjamin Peserta
untuk mendapatkan Manfaat sesuai dengan
haknya.
(2) Dalam me njalankan fungsi sebagaimana
dimaksud pada ayat (1) , Direksi bertugas untuk:
a. melaksanakan pengelolaan BPJS yang
meliputi perencanaan, pelaksanaan,
pengawasan, dan evaluasi;
b. mewakili BPJS di dalam dan di luar
pengadilan; dan
c. menjamin tersedianya fasilitas dan akses bagi
Dewan Pengawas untuk melaksanakan
fungsinya.
(3) Dalam . . .
(3) Dalam melaksanakan tugas sebagaimana
dimaksud pada ayat (2) , Direksi berwenang untuk:
a. melaksanakan wewenang BPJS;
b. menetapkan struktur organisasi beserta tugas
pokok dan fungsi, tata kerja organi sasi, dan
sistem kepegawaian;
c. menyelenggarakan manajemen kepegawaian
BPJS termasuk mengangkat, memindahkan,
dan memberhentikan pegawai BPJS serta
d. mengusulkan kepada Presiden penghasilan
bagi Dewan Pengawas dan Direksi;
e. menetapkan ketentuan dan tata cara
pengadaan barang dan jasa dalam rangka
penyelenggaraan tugas BPJS dengan
memperhatikan prinsip transparansi,
akuntabilitas, efisiensi, dan efektivitas;
f. melakukan pemindahtanganan aset tetap
BPJS paling banyak Rp100.000 .000.000,00
(seratus miliar rupiah) dengan persetujuan
Dewan Pengawas;
g. melakukan pemindahtanganan aset tetap
BPJS lebih dari Rp100.000.000.000,00
(seratus miliar rupiah) sampai dengan
Rp500.000.000.000,00 (lima ratus miliar
rupiah) dengan persetujuan Presiden; dan
h. melakukan pemindahtanganan aset tetap
BPJS lebih dari Rp500.000.000.000,00
(lima ratus miliar rupiah) dengan persetujuan
Dewan Perwakilan Rakyat Republik Indonesia.
(4) Ketentuan mengenai tata cara pelaksanaan fungsi,
tugas, dan wewenang Direksi sebagaimana
dimaksud pada ayat (1) , ayat (2) , dan ayat (3)
diatur dengan Peraturan Direksi.
DAN PEMBERHENTIAN ANGGOTA DEWAN PENGAWAS
DAN ANGGOTA DIREKSI
Bagian Kesatu
Persyaratan Anggota Dewan Pengawas
dan Anggota Direksi
Paragraf 1
Persyaratan Umum"
